0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,5,0,4,1
57,52,56,51,21
58,55,57,53,23
58,55,57,53,23
60,55,60,55,26
60,55,60,55,26
58,55,58,55,22
61,55,61,55,25
60,55,60,55,24
10,7,10,9,20
60,61,59,61,29
60,61,59,61,27
57,60,56,61,27
59,60,58,61,27
59,60,58,61,29
60,62,59,62,29
61,61,61,59,31
61,59,61,57,30
6,5,8,4,11
65,64,68,65,22
65,64,68,66,21
66,64,69,66,21
66,65,69,67,17
65,65,69,67,17
67,65,68,67,19
66,65,68,67,18
65,63,67,66,17
5,5,6,9,14
65,49,65,53,12
64,49,64,53,10
64,48,62,50,8
63,48,60,51,7
63,48,60,51,7
62,48,60,51,7
62,47,60,50,5
62,47,60,48,1
1,1,0,1,0
44,43,42,39,0
51,45,49,43,0
51,45,49,43,0
51,45,49,42,0
51,45,49,42,0
50,45,49,42,0
50,44,49,42,0
50,44,49,42,0
7,7,6,5,0
24,22,25,21,0
23,22,25,21,0
22,22,25,20,0
22,22,24,20,0
22,22,24,20,0
22,22,24,20,0
17,19,18,16,0
17,17,18,16,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
