0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
16,0,10,0,0
22,176,10,150,66
2012,233,1984,1804,765
2046,299,2018,1860,806
2046,299,2018,1860,806
2107,299,2103,1945,922
2107,299,2103,1945,922
2037,299,2033,1956,821
2141,299,2137,1943,879
2121,299,2117,1943,853
366,219,378,339,706
2121,318,2076,2162,1047
2129,318,2089,2162,942
2065,318,2025,2162,950
2097,295,2057,2161,1005
2097,295,2057,2161,1036
2118,335,2079,2183,1036
2140,304,2144,2119,1110
2137,273,2144,2002,1051
322,174,386,149,459
2297,358,2389,2308,779
2297,358,2408,2324,762
2319,358,2429,2324,762
2319,378,2429,2344,628
2303,378,2429,2344,618
2346,378,2404,2344,654
2341,378,2399,2344,652
2288,336,2346,2325,624
193,180,221,326,472
2290,261,2292,1858,423
2268,261,2271,1858,375
2213,237,2147,1770,274
2213,237,2127,1788,274
2221,237,2127,1788,274
2199,237,2107,1788,274
2199,217,2107,1768,194
2199,204,2107,1691,66
58,42,17,38,33
1568,252,1476,1369,33
1797,348,1744,1513,33
1797,348,1744,1513,33
1797,348,1744,1493,33
1797,328,1744,1493,33
1777,328,1727,1493,33
1777,328,1727,1475,33
1777,328,1727,1475,33
272,256,243,192,33
858,256,880,739,0
818,256,880,739,0
780,256,880,729,0
780,256,870,719,0
780,256,870,719,0
780,256,870,719,0
597,118,648,575,0
597,48,648,575,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
